#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb
0.032500	 0.4281	 13.17146	 0.6586	  0
0.033750	 0.4438	 13.15013	 0.6575	  0
0.035000	 0.4588	 13.10880	 0.6554	  0
0.036250	 0.4742	 13.08078	 0.6540	  0
0.037500	 0.4911	 13.09628	 0.6548	  0
0.038750	 0.5058	 13.05282	 0.6526	  0
0.040000	 0.5210	 13.02499	 0.6512	  0
0.041250	 0.5345	 12.95795	 0.6479	  0
0.042500	 0.5469	 12.86788	 0.6434	  0
0.043750	 0.5646	 12.90550	 0.6453	  0
0.045000	 0.5828	 12.95187	 0.6476	  0
0.046250	 0.5984	 12.93906	 0.6470	  0
0.047500	 0.6103	 12.84765	 0.6424	  0
0.048750	 0.6273	 12.86799	 0.6434	  0
0.050000	 0.6457	 12.91330	 0.6457	  0
0.051250	 0.6583	 12.84497	 0.6422	  0
0.052500	 0.6707	 12.77558	 0.6388	  0
0.053750	 0.6893	 12.82330	 0.6412	  0
0.055000	 0.7024	 12.77155	 0.6386	  0
0.056250	 0.7205	 12.80912	 0.6405	  0
0.057500	 0.7371	 12.81889	 0.6409	  0
0.058750	 0.7517	 12.79425	 0.6397	  0
0.060000	 0.7658	 12.76390	 0.6382	  0
0.061250	 0.7823	 12.77237	 0.6386	  0
0.062500	 0.7999	 12.79875	 0.6399	  0
0.063750	 0.8159	 12.79895	 0.6399	  0
0.065000	 0.8358	 12.85835	 0.6429	  0
0.066250	 0.8539	 12.88901	 0.6445	  0
0.067500	 0.8708	 12.90122	 0.6451	  0
0.068750	 0.8879	 12.91543	 0.6458	  0
0.070000	 0.9036	 12.90787	 0.6454	  0
0.071250	 0.9192	 12.90059	 0.6450	  0
0.072500	 0.9355	 12.90297	 0.6451	  0
0.073750	 0.9493	 12.87229	 0.6436	  0
0.075000	 0.9664	 12.88501	 0.6443	  0
0.076250	 0.9800	 12.85210	 0.6426	  0
0.077500	 1.0005	 12.90976	 0.6455	  0
0.078750	 1.0158	 12.89957	 0.6450	  0
0.080000	 1.0305	 12.88182	 0.6441	  0
0.081250	 1.0458	 12.87196	 0.6436	  0
0.082500	 1.0657	 12.91722	 0.6459	  0
0.083750	 1.0813	 12.91079	 0.6455	  0
0.085000	 1.0974	 12.91093	 0.6455	  0
0.086250	 1.1116	 12.88767	 0.6444	  0
0.087500	 1.1290	 12.90292	 0.6451	  0
0.088750	 1.1444	 12.89519	 0.6448	  0
0.090000	 1.1627	 12.91898	 0.6459	  0
0.091250	 1.1769	 12.89719	 0.6449	  0
0.092500	 1.1937	 12.90514	 0.6453	  0
0.093750	 1.2079	 12.88375	 0.6442	  0
0.095000	 1.2246	 12.89066	 0.6445	  0
0.096250	 1.2407	 12.88990	 0.6445	  0
0.097500	 1.2570	 12.89270	 0.6446	  0
0.098750	 1.2740	 12.90110	 0.6451	  0
0.100000	 1.2905	 12.90521	 0.6453	  0
0.101250	 1.3048	 12.88659	 0.6443	  0
0.102500	 1.3224	 12.90124	 0.6451	  0
0.103750	 1.3388	 12.90420	 0.6452	  0
0.105000	 1.3548	 12.90293	 0.6451	  0
0.106250	 1.3741	 12.93247	 0.6466	  0
0.107500	 1.3898	 12.92836	 0.6464	  1
0.108750	 1.4105	 12.96992	 0.6485	  2
0.110000	 1.4332	 13.02889	 0.6514	  3
0.111250	 1.4545	 13.07378	 0.6537	  4
0.112500	 1.4740	 13.10230	 0.6551	  5
0.113750	 1.4891	 13.09109	 0.6546	  6
0.115000	 1.5024	 13.06458	 0.6532	  7
0.116250	 1.5138	 13.02195	 0.6511	  8
0.117500	 1.5299	 13.02080	 0.6510	  9
0.118750	 1.5434	 12.99692	 0.6498	  10
0.120000	 1.5634	 13.02815	 0.6514	  11
0.121250	 1.5814	 13.04287	 0.6521	  12
0.122500	 1.5962	 13.03039	 0.6515	  13
0.123750	 1.6087	 12.99961	 0.6500	  14
0.125000	 1.6251	 13.00085	 0.6500	  15
0.126250	 1.6441	 13.02279	 0.6511	  16
0.127500	 1.6613	 13.02946	 0.6515	  17
0.128750	 1.6755	 13.01392	 0.6507	  18
0.130000	 1.6940	 13.03054	 0.6515	  19
0.131250	 1.7137	 13.05704	 0.6529	  20


Average of all Threads:

meanx = 1.71374	 meanspeed = 13.05704	 mu = 0.65285

