#time	 meanx: <x>	 Meansqdist: <x^2> - <x>^2	  deff: (<x^2> - <x>^2)/(2t)	 third cumulant: <x^3>-3<x^2><x>+2<x>^3
0.130000	 1.125847	 0.36917	 0.06051	 1194217561833791198506842507171347351565417969770703375476760361390841772920325964469874901740771291989644689599240607880869208008907143378849481255883379639625866125519549798475249344087446757257819355066710750556481010308256045319572854770710386592999087992461134799535877282300881194252691294336280965154868577690890612749168495231273431062297835566082848937994523988238586015757547289231803477521524859499828090009558715181426350890430209055178714205542226563823371842083725127532604487441050287329719013383103275145672864276948525531260180677981689107720879255627701325362674749397362365152597744958925466807826537226049235919749339308220831581682249840332648546578951161470627214699035059231382541279168977211535671707459448596423190803675700345525962100592784859447749738507372959898824314206381865255155540696063194569491317063392048202552949983175851328302383201957740169651239361963787512425816009139259655444019737841774046282703798282935222549870086734539764341011872481638455029883679415874402030366808214385641473146580972384679973602494582458032600976830288763776747223316121580484617421165850468932651477362150561947695833988268874382064647613092122196377906380477433670842607976962421937222183580182172790739028553780418351582577765802273496773608244536546134038184144164365912171438431176688432288484438288561604075497514559983433025857997564586192802532047498789816059025811276706666100904539170713682087777135389688091023812129073402919531123084280372292272504728826418339300003456189943100304892808000920768292689398235927800416079589063237568120775268368727879326614524606634740130888709685804843042521505241202456263980231489105519152870513696546983283579899732345498288991034266270903455302154552365552112253787996480168480945876054890107693910545656814748663078507499252451019481924150448770129593250179648583634181862904137527056140871106751724411418500060370150912971097881038185320806019716852919130784953394414843487549048561761244803377488144594239828754354222143765863998423982016632736460463011686535886668437213381339190018994342398211844444649634477995757081100472303840293708125495569033723548484345026327730995177938980169525029730362166278140755252642554467164127495370461912086209027766679792370943744811133030288345133909359890549340653929425059407366617519503398372136736639949655416425521961022436915838630026620249285852933527740600272506323381492102594366099031112688312378300616551238679042961724382295523312234974231286218815170263476450366117996247950468027866020004673990540046755783683430752534210109997864467336777148578557875046805356328664960742755325835256177022605549636478266434656424439518198074124840463597322528272059499996393708409414523220149475785026332489400798566559306968297198515415085601203201004245343932399698748662050189620087445447611593521089524240713880591099829583774807184649782086460493426846398615597470858299531047038846845829813665413277643110898874517448922577939862391449311309424206135209298465106050647456074387897802584980869792375750613024766032493884177100876718859233815074063599688106690051216806248797112631154880199286391451100745016871849851678080997348890647046896081537130393302447098387015404486057319890748572524533752436444570172447362818488296257274906399921753450280240401858578386744546873963158290501492611449064704766514951669590015549384771366359373951198132011470535161862830439067069796677798952471534584967239679912583422855810714397791884705849914372128265399289882484999576128773423311152917663449834544462232469237306864413964256464282436911830471297947028471155526120072622802744363710619183038751095664895345612839043447241463844482320286612311137882037305857916032098870713239353765940776385234196946197964031429380153363915361691140938281714839637183467196701509916244287132211285419733035746333578667690383672723630548547425263889010056504190555581602844940803546449867270897411703037033054312284501508301906337552820079089570621853443461755824361448330192645619857926837123487098222451583005383315599325470526063717809087981496607284337822839465825562023514064266492443146548010641293740826409219502023204424433314339546466407591562848578800022682574949236901249857135165493173329028045734960758476025900856848197162667177074377014245005212165427460349677206640824942520141715059127100419130015956165887541438888204958848358688378613653038706911193762406151052844504432604336283611304218145492353570991188737613023580738566918279215630218002041118078058143821070336.00000
0.140000	 1.170944	 0.42886	 0.09866	 14226263633709065529118276234839409596639354768036620706551843480474216762945302100431819193874008573773155667366100475473326694325035348270436237729831637971553263382468930096188386934964125967032648847926647642418169584152354704632518866973182228325161037655679791322179970798249632798074382668320419705098487880708561133619052393173924044184493519672380782163797987147902933213039583326993304643732294545325057476564035259054132433871358197926496492360237897309701766178615069421828367584852135073734664730548948869820229709173754063747520596245393805662221955086362111158836998238712512230632820045799449589157532081395447477842747524718038933608649678373107487907976063886304013469862753678648546413807144961392984533372549129794722140454950565906144001506874240018456278964619515775055016400755036150137955218120912338954152021190073134643441342304666974661453014114350145933568670993800301038268114677955530711030073356677020366443669728920709551111821898069597522166240028521102084952898112735223985119625405811079293868169908887926178451755819058527275972426729463242368476478169492857049789333243592493642915657324048432493047980189983797091569593080996974605161395129274426835612658433839968623688596271295902277725977566050442181990967188590268156903954407177845537565664429005084242214148663805193141261384236624896549981952302681894463844831191020240760736387913288290095560971378710353079705609010825597905326655088717150843634955386915816950402749391363818596995031496380807384257586823658464700455436091457123413294231719090545280280454345805937489854364471782633005833133123817638972370683921694720.00000
0.150000	 1.081957	 0.41692	 0.07717	 0.00000
0.160000	 1.035051	 0.43457	 0.07691	 0.00000
0.170000	 1.026536	 0.47052	 0.10694	 -23824010720290417439705024898543457256333001054006149091155163145109495722360238239058711161777387103237643309208621955804749687516663639450656521263435284288435665556346417476186254932818150750979480152019408765725941203326814980764654676546926402567842892728925665051377944911163642057648186374106880156280318569400648255500722455809551787069534621886909593991869019723604301935130735430775887040101262074558359281481008671368263649708299822399414864915693447446600134191283191145062297614380003800057770281608524016963210751476660904549304387256024028376026639625584635493762649862544530858665640851415976566965020036403523343297677197309538735472033711495481392450176960926512162161805516780396942914477409432872874218677566820853723259776861261479844089001561149262766505948926617386172569056516865252438322593298184940875031377037850004928280494330915706900958895701391187177836664546118149281640537130205632719465595218777032612013276779225785137347115134442624201956019465898974867880092978482362952715708253673178152925606291788409883948610553436763695612149324633997780438702553880559952457518488430692469925464215811289748681389957182036611738199519201664441466365207817589650492554658009386998922382672324549865009800787981712323582625974711480919702621985982399176579963341996676417957811279333209034536543845566704608085950121126513320547767267705919912067322180189610054298367428227448678345360382260060803684620626125033061109520147285000645354035966492399883635229767659994073284611055287506526041866686756063829946961540213534548213901944911612404949005872535282440773343708919346426195168144325699912740045775516417753774861012599417603929992746026805669862011887027886615753695263244816552942834798295102705471888145924003439572593932594526037317164269261998695245196244848449905888474960314381213774809128847077048357239393526092554073930030038995511842295808876072752160083359863303837827228651539770050149116603447931858349376581971128588658946754493274998218490119632780321900646123986376545545740486551882109950051903886039147500822204434363936982463318215938840766868736846877154267630831421746559126784012076306522729572678766191675223327781377301175275940584084485526293350998320983855321103380727530611911923768555751042592942469445548692750075402835512024682562824700886458757246819835520918825646671731753149233166641445940639301403539074769919733815980544238789123545344573478121878874570238000452694668716234161600856624900152735546412200943636004755437511316129898704571115565860254882141233508971727299994816820113764528363527706100739922391847625292710808413865254697204866680180958445665958235049780407397635208498686815076778407482374499631445518213813500906467700491124921136457695327905344463423031381580775552857387341677954214447953891333617666068355145173027123253825961039996214013767705120829054390284604588365795287194495910664645254636407663741632512.00000
0.180000	 1.056010	 0.53392	 0.05188	 -277224612952237495631777581250904064.00000
0.190000	 1.127951	 0.54667	 0.11160	 -0.00000
0.200000	 1.205048	 0.57535	 0.11371	 44466548387085036580019264039463386628761622483795201890237807788949964713676765358250922949728179676934584650222059508659966466708869841675425516053683366789388305719808203674032823496612733752071207086886632156380213950446565494336695941657501081387357961525245608981275490082430846503875753257365031181570806876574331191151135590068684369226259024167981210038959956088325732255410641508350718542249099633722203947834247618947610325838580734077108680566456150250228983718250799684867768636746281412339472194348709593486637147442900644732677265249773510821458539985618974930857550369152768839500718514586245420350273681937877599030358281963462269427513946574956854803244984147965086961054919324313780350772521745200178976352094689391831597208069253290383485785327146359695286615711518285961163655389982853522651778016147683231874388977750999895284736039644808428317308879866452612675732036353929569244315766291158522294954121947734463524652111509397526134142675904452739267110255141069669550980623708572241775061425782021381731071663872798093906885083257988182929368847845918789966112013006485215244904713503356742541793618198563731027156392330963447212282429379215950371335226702450409109510951384131845269802950363244406764682604830293077372253787324982874529384463925974752125965506151585284686192914779287489858343301305940680379142232325919022773890484849780319711911127377552758269017166486514910635640228905100449642113195474718324119494053729624389653968144254857624067572243880090010795210244081001092071870769598455871946960365491295549317196440593539573538788332135103515926118734883634497140548392519760087444590829763388996641004426133333313712467741854851106061135009261153683366947345686187019075411568782112561086446180510149481838350492464609483811188652944449431756539461225706814923425981948183412167219394948711584603951096447517316447880880585632522581599255694868227739774885529963404457294012712386571008751298258903628524946043777915051631611646709878034804887925718508015268525006226334665611219705244174297353667403057022267382597009307882069124792483120658653612818270185896639610562652520199427869948785481904938775823135990501137037384543731935788784570593173605248347099335018126260555548175524518191335286590432106150412661164427094229241005686157029440664917863869098988549189030607588362837921399865630430625683182692432139313994130036920653038184145219248200079247225315206737086608590723608195431746178141476756139728701074675941447673085179432319864913043083397977425555171409169546667436381363750236042941521555465420825276477483901565277205061168431911071545575032167119887787375162095656963882339799223280880346882714569490056316590180470934209942146707030738478181528651239169924962818162294621474110385308492257780747208088203914828079296136938920660843710549109755943666766271742657160541721806816529101566073209664062146457905705414020769606301957719508786456202309652094770886259269924970585053975088672979111146795800699531632218930487454704338034414719350559349331658301854510449954450395285166533077966066046092078206337244958119856527632102579840472286789163187959736823859798202573371863374778378932559143111988267283369314775864072401888778365688429551329429231716685729011998828958614342136152574017811457448313731241252882510555573336690431021960471537907132916970917917550498627852461092179849163442720823623965112266587787318638695925663759579721042467688908650835454520592902099129261666785912524603492250310684092366135045366219895180106378519970598508523889007050913520998130458635658069986826174379293223213753785548885775592487327551709359181990531655971643970556961417047544916288197357966046484202376042795236214543012321902898497159588828857468693190953315491479577007266444254338444923316379348914540174251586475366939024062173168564892371656824664981570083692593663653546908578594060769122742357132587429946070885298908819581623160024006549258297137386374752897617724124724591513268423951077221507593066099445673720336175443377525568087435984275251385943864363698419484879414275111497802840545534357033448561832474967963324962044760735880139431665856915060045118302718775130743033319229887077200328615082374201344.00000
0.210000	 1.130493	 0.55887	 0.16362	 442924647325658887837335652869612955346613813893402816785462675649425641110147145663308870227400339444935350739077706542231073104223237667109667976102724016813149219371976849649094080477442641212294256688071790103874546410879796794708903670518868937261406259776507855718749483355495675537696768861913926957565591584366051627700944049680812870838602224051133742952458363101037397291269516340199565326966929426109315021407929025016287229202789253313632035516844904711927063762801161148281828827697797451574672345581465092312417995929570561190180284802709856022228508637628479551641765484895590306270279458446140092157820074712876050121775876108923038604237712346753917169856161765391375008052484508275806141589653037500957003139634634879642675821227475308312849354333755640973071474671054310715021471459753853534933171994204702155109711022740462508620315286863868641844946123633920670763707505629318746889336555040412494993565908796008463785967474685871872646721124878519013948083709892890932017175738297492680325934340900996434997966512216566377048150554374381628836722073395689832701985099382062608219049759028378169124737951846478439975248459093617521268033632791525318600800098502809622465796646643102444893502921059831206768917894170317652137273791309867264610713800197583854810420447337800103028086103764195344384.00000
0.220000	 1.076079	 0.58291	 0.14065	 0.00000
0.230000	 1.088657	 0.61611	 0.18577	 0.00000
