#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb
0.110000	 0.5838	 5.30717	 0.2654	  3
0.111250	 0.5882	 5.28689	 0.2643	  4
0.112500	 0.5926	 5.26715	 0.2634	  5
0.113750	 0.6003	 5.27737	 0.2639	  6
0.115000	 0.6071	 5.27956	 0.2640	  7
0.116250	 0.6105	 5.25166	 0.2626	  8
0.117500	 0.6144	 5.22870	 0.2614	  9
0.118750	 0.6198	 5.21904	 0.2610	  10
0.120000	 0.6239	 5.19909	 0.2600	  11
0.121250	 0.6282	 5.18121	 0.2591	  12
0.122500	 0.6361	 5.19286	 0.2596	  13
0.123750	 0.6413	 5.18219	 0.2591	  14
0.125000	 0.6458	 5.16677	 0.2583	  15
0.126250	 0.6508	 5.15508	 0.2578	  16
0.127500	 0.6557	 5.14255	 0.2571	  17
0.128750	 0.6581	 5.11121	 0.2556	  18
0.130000	 0.6638	 5.10646	 0.2553	  19
0.131250	 0.6671	 5.08231	 0.2541	  20


Average of all Threads:

meanx = 0.66705	 meanspeed = 5.08231	 mu = 0.25412

