#time	 meanx: <x>	 meanxsquare: <x^2>	 Meansqdist: <x^2> - <x>^2	  deff: (<x^2> - <x>^2)/(2t)	 third cumulant: <x^3>-3<x^2><x>+2<x>^3
0.127500	 0.655675	 0.91121	 0.48130	 0.94373	 0.32791
0.128750	 0.658069	 0.91549	 0.48243	 0.93677	 0.33423
0.130000	 0.663840	 0.92596	 0.48527	 0.93322	 0.33777
0.131250	 0.667054	 0.94100	 0.49604	 0.94483	 0.35788


Average of all Threads:

meanx = 0.66705	 meanxsqu = 0.94100	 msdall = 0.49604	 deff = 0.94483	 thirdcum = 0.35788

