#time	 meanx: <x>	 meanxsquare: <x^2>	 Meansqdist: <x^2> - <x>^2	  deff: (<x^2> - <x>^2)/(2t)	 third cumulant: <x^3>-3<x^2><x>+2<x>^3
0.018750	 0.238550	 0.11815	 0.06124	 0.81653	 0.00499
0.020000	 0.255522	 0.13159	 0.06630	 0.82877	 0.00535
0.021250	 0.273839	 0.14750	 0.07252	 0.85314	 0.00636
0.022500	 0.292139	 0.15971	 0.07436	 0.82626	 0.00635
0.023750	 0.308691	 0.17459	 0.07930	 0.83474	 0.00647
0.025000	 0.323890	 0.18865	 0.08375	 0.83745	 0.00623
0.026250	 0.339933	 0.20355	 0.08799	 0.83802	 0.00699
0.027500	 0.354303	 0.21821	 0.09268	 0.84258	 0.00758
0.028750	 0.371731	 0.23672	 0.09853	 0.85681	 0.00806
0.030000	 0.387690	 0.25539	 0.10509	 0.87574	 0.00837
0.031250	 0.401460	 0.26940	 0.10823	 0.86585	 0.00871
0.032500	 0.416384	 0.28743	 0.11406	 0.87735	 0.00848
0.033750	 0.433185	 0.30738	 0.11973	 0.88690	 0.01017
0.035000	 0.449057	 0.32679	 0.12513	 0.89381	 0.01204
0.036250	 0.468372	 0.35069	 0.13132	 0.90564	 0.01160
0.037500	 0.484550	 0.37056	 0.13578	 0.90517	 0.01143
0.038750	 0.499748	 0.38967	 0.13992	 0.90274	 0.01065
0.040000	 0.515556	 0.40974	 0.14394	 0.89962	 0.01171
0.041250	 0.536170	 0.43504	 0.14756	 0.89429	 0.01241
0.042500	 0.555627	 0.46175	 0.15303	 0.90018	 0.01337
0.043750	 0.571695	 0.48615	 0.15931	 0.91037	 0.01448
0.045000	 0.589331	 0.51294	 0.16563	 0.92014	 0.01373
0.046250	 0.605738	 0.53887	 0.17195	 0.92944	 0.01295
0.047500	 0.621354	 0.55847	 0.17239	 0.90734	 0.01034
0.048750	 0.638803	 0.58366	 0.17560	 0.90049	 0.01045
0.050000	 0.652673	 0.60713	 0.18115	 0.90575	 0.01342
0.051250	 0.668875	 0.63432	 0.18693	 0.91186	 0.01223
0.052500	 0.684244	 0.65610	 0.18791	 0.89481	 0.01426
0.053750	 0.704237	 0.68860	 0.19265	 0.89603	 0.01438
0.055000	 0.722416	 0.72089	 0.19900	 0.90455	 0.01042
0.056250	 0.741484	 0.75416	 0.20436	 0.90828	 0.00897
0.057500	 0.758129	 0.78264	 0.20788	 0.90383	 0.00891
0.058750	 0.775282	 0.81415	 0.21309	 0.90675	 0.01097
0.060000	 0.792753	 0.84601	 0.21756	 0.90649	 0.01018
0.061250	 0.810872	 0.88398	 0.22647	 0.92436	 0.01205
0.062500	 0.823553	 0.91125	 0.23301	 0.93204	 0.01470
0.063750	 0.839427	 0.94647	 0.24184	 0.94838	 0.01197
0.065000	 0.857746	 0.98703	 0.25130	 0.96655	 0.01323
0.066250	 0.875592	 1.02411	 0.25745	 0.97149	 0.01453
0.067500	 0.894191	 1.06499	 0.26541	 0.98299	 0.01490
0.068750	 0.912022	 1.10181	 0.27003	 0.98191	 0.01701
0.070000	 0.923511	 1.12913	 0.27625	 0.98662	 0.01651
0.071250	 0.944102	 1.17089	 0.27956	 0.98090	 0.01403
0.072500	 0.958118	 1.20547	 0.28748	 0.99129	 0.01400
0.073750	 0.975284	 1.24204	 0.29086	 0.98596	 0.01294
0.075000	 0.992759	 1.28082	 0.29525	 0.98417	 0.01457
0.076250	 1.009166	 1.31920	 0.30079	 0.98619	 0.01362
0.077500	 1.020550	 1.34270	 0.30118	 0.97153	 0.01104
0.078750	 1.036190	 1.37967	 0.30598	 0.97136	 0.00587
0.080000	 1.053000	 1.42104	 0.31223	 0.97572	 0.00358
0.081250	 1.068865	 1.45526	 0.31278	 0.96241	 0.00420
0.082500	 1.083115	 1.49397	 0.32084	 0.97223	 0.01025
0.083750	 1.102112	 1.54131	 0.32666	 0.97510	 0.00789
0.085000	 1.118603	 1.58506	 0.33378	 0.98172	 0.00388
0.086250	 1.136483	 1.62921	 0.33762	 0.97860	 0.00815
0.087500	 1.155621	 1.68088	 0.34542	 0.98691	 0.00507
0.088750	 1.174342	 1.72572	 0.34664	 0.97644	 0.00245
0.090000	 1.192094	 1.77195	 0.35086	 0.97461	 0.00487
0.091250	 1.211311	 1.82794	 0.36067	 0.98813	 0.00696
0.092500	 1.230885	 1.88001	 0.36493	 0.98630	 0.00850
0.093750	 1.248823	 1.93388	 0.37432	 0.99819	 0.00855
0.095000	 1.262918	 1.97309	 0.37813	 0.99508	 0.00636
0.096250	 1.278164	 2.01848	 0.38477	 0.99941	 0.00951
0.097500	 1.291912	 2.05755	 0.38851	 0.99619	 0.00955
0.098750	 1.307739	 2.10497	 0.39479	 0.99947	 0.00634
0.100000	 1.326235	 2.16232	 0.40342	 1.00854	 0.00972
0.101250	 1.341268	 2.20338	 0.40438	 0.99848	 0.00930
0.102500	 1.358204	 2.25495	 0.41023	 1.00057	 0.00522
0.103750	 1.375135	 2.30550	 0.41450	 0.99880	 0.00031
0.105000	 1.392377	 2.35362	 0.41490	 0.98787	 0.00057
0.106250	 1.410607	 2.41353	 0.42372	 0.99699	 0.00817
0.107500	 1.427765	 2.46416	 0.42565	 0.98988	 0.00734
0.108750	 1.441342	 2.51089	 0.43342	 0.99637	 0.00231
0.110000	 1.458638	 2.56666	 0.43903	 0.99780	 0.00035
0.111250	 1.477354	 2.62937	 0.44680	 1.00404	 0.00460
0.112500	 1.494834	 2.68701	 0.45248	 1.00552	 0.00439
0.113750	 1.511945	 2.74417	 0.45820	 1.00703	 0.00434
0.115000	 1.526540	 2.79388	 0.46355	 1.00773	 0.00303
0.116250	 1.540243	 2.83961	 0.46726	 1.00486	 0.00080
0.117500	 1.556746	 2.89118	 0.46772	 0.99515	 0.00373
0.118750	 1.572604	 2.94005	 0.46697	 0.98310	 -0.00244
0.120000	 1.589249	 2.99775	 0.47203	 0.98340	 -0.00393
0.121250	 1.606299	 3.06087	 0.48068	 0.99109	 -0.00482
0.122500	 1.623946	 3.12324	 0.48603	 0.99191	 -0.00432
0.123750	 1.637744	 3.16861	 0.48641	 0.98265	 0.00052
0.125000	 1.652371	 3.22059	 0.49026	 0.98052	 -0.00454
0.126250	 1.668977	 3.27872	 0.49324	 0.97671	 -0.00764
0.127500	 1.685992	 3.33868	 0.49611	 0.97276	 -0.01084
0.128750	 1.701899	 3.39533	 0.49887	 0.96867	 -0.00894
0.130000	 1.717844	 3.45233	 0.50134	 0.96412	 -0.01084
0.131250	 1.733562	 3.51598	 0.51074	 0.97283	 -0.01301


Average of all Threads:

meanx = 1.73356	 meanxsqu = 3.51598	 msdall = 0.51074	 deff = 0.97283	 thirdcum = -0.01301

