#time	 xpos	 ypos
0.00504	0.31720	 -0.22040	0.53255	 0.25151	0.53136	 -0.17739	0.11406	 -0.03927	0.23971	 0.69196	
0.00509	0.31823	 -0.23652	0.52497	 0.23721	0.54750	 -0.18694	0.12944	 -0.05062	0.22961	 0.70472	
0.00514	0.32588	 -0.23570	0.52863	 0.24772	0.55027	 -0.18916	0.12233	 -0.05004	0.22801	 0.71429	
0.00520	0.35056	 -0.23058	0.50729	 0.26282	0.53195	 -0.18001	0.10421	 -0.05007	0.22734	 0.71094	
0.00525	0.34319	 -0.24008	0.51501	 0.29031	0.54671	 -0.18623	0.11759	 -0.04397	0.22874	 0.71652	
0.00530	0.34018	 -0.24618	0.48323	 0.30331	0.55190	 -0.17353	0.13274	 -0.03374	0.21913	 0.71482	
0.00535	0.34086	 -0.25445	0.47443	 0.28109	0.55280	 -0.16898	0.14931	 -0.04240	0.21140	 0.73931	
0.00541	0.32762	 -0.25934	0.44552	 0.30193	0.54471	 -0.16953	0.15385	 -0.04091	0.20825	 0.72991	
0.00546	0.32503	 -0.26315	0.43602	 0.31418	0.52254	 -0.16465	0.15470	 -0.02536	0.20228	 0.74039	
0.00551	0.32218	 -0.26974	0.43287	 0.27682	0.52983	 -0.17989	0.15499	 -0.01190	0.19305	 0.73333	
0.00556	0.32025	 -0.26313	0.46372	 0.27581	0.52525	 -0.17787	0.15500	 -0.00382	0.21054	 0.71068	
0.00562	0.30954	 -0.24028	0.46066	 0.31236	0.50835	 -0.18473	0.15483	 -0.02911	0.20274	 0.70957	
0.00567	0.32040	 -0.26398	0.46724	 0.32476	0.50115	 -0.18999	0.13714	 -0.02565	0.19176	 0.72603	
0.00572	0.31434	 -0.24572	0.49012	 0.32575	0.51995	 -0.19959	0.15472	 -0.00206	0.18628	 0.71873	
0.00577	0.31560	 -0.25249	0.49757	 0.32450	0.53870	 -0.21789	0.15746	 -0.00204	0.18397	 0.70825	
0.00583	0.32894	 -0.24840	0.52722	 0.33879	0.54902	 -0.21982	0.18886	 -0.02710	0.17924	 0.70327	
0.00588	0.31658	 -0.23419	0.52392	 0.32366	0.51744	 -0.20001	0.20583	 -0.03244	0.18481	 0.70454	
0.00593	0.31566	 -0.23442	0.54221	 0.31970	0.52954	 -0.17175	0.22859	 -0.03899	0.18561	 0.70274	
0.00598	0.30685	 -0.23716	0.51332	 0.32055	0.56215	 -0.18543	0.22215	 -0.04452	0.20509	 0.70239	
0.00604	0.31086	 -0.23009	0.48115	 0.30569	0.57956	 -0.17441	0.20750	 -0.01515	0.19883	 0.71691	
0.00609	0.32462	 -0.22830	0.50316	 0.29235	0.56746	 -0.15933	0.20899	 -0.01787	0.18997	 0.71248	
0.00614	0.31941	 -0.24910	0.49384	 0.31483	0.53932	 -0.15181	0.22664	 -0.02104	0.18945	 0.71550	
0.00619	0.31780	 -0.25238	0.52226	 0.29568	0.55042	 -0.16351	0.23071	 -0.04743	0.20140	 0.72535	
0.00625	0.32348	 -0.22975	0.50840	 0.28686	0.57304	 -0.16646	0.24579	 -0.03008	0.20609	 0.74617	
0.00630	0.28784	 -0.21404	0.50942	 0.27592	0.59760	 -0.15087	0.21979	 -0.02359	0.20500	 0.74106	
0.00635	0.26887	 -0.22572	0.51903	 0.26549	0.59703	 -0.15393	0.21359	 -0.01776	0.20639	 0.73750	
0.00640	0.25886	 -0.24674	0.52379	 0.23802	0.58926	 -0.15617	0.20805	 -0.02119	0.20588	 0.73819	
0.00646	0.28303	 -0.25750	0.54206	 0.24347	0.58756	 -0.14921	0.21258	 -0.01594	0.20638	 0.72068	
0.00651	0.26153	 -0.25599	0.55391	 0.26714	0.58572	 -0.14312	0.23731	 -0.01666	0.21310	 0.73012	
0.00656	0.26913	 -0.26265	0.56857	 0.25982	0.57362	 -0.11433	0.24046	 -0.00429	0.19441	 0.71881	
0.00661	0.26342	 -0.24567	0.54977	 0.26509	0.56667	 -0.10566	0.23443	 0.01522	0.19739	 0.73353	
