#time	 meanx: <x>	 meanxsquare: <x^2>	 Meansqdist: <x^2> - <x>^2	  deff: (<x^2> - <x>^2)/(2t)	 third cumulant: <x^3>-3<x^2><x>+2<x>^3
0.041250	 0.363126	 0.41000	 0.27814	 1.68568	 0.19428
0.042500	 0.372936	 0.42847	 0.28939	 1.70231	 0.20368
0.043750	 0.383334	 0.44816	 0.30121	 1.72121	 0.21447
0.045000	 0.395380	 0.46700	 0.31068	 1.72598	 0.22373
0.046250	 0.404814	 0.48673	 0.32286	 1.74517	 0.23707
0.047500	 0.414298	 0.50804	 0.33640	 1.77051	 0.25157
0.048750	 0.425104	 0.53050	 0.34979	 1.79380	 0.26253
0.050000	 0.435301	 0.55111	 0.36162	 1.80811	 0.27574
0.051250	 0.447064	 0.57623	 0.37637	 1.83593	 0.29322
0.052500	 0.458112	 0.59818	 0.38831	 1.84910	 0.30666
0.053750	 0.468535	 0.62049	 0.40096	 1.86495	 0.32293
0.055000	 0.477033	 0.64221	 0.41465	 1.88477	 0.33805
0.056250	 0.488481	 0.66652	 0.42790	 1.90179	 0.35347
0.057500	 0.497608	 0.69381	 0.44619	 1.93997	 0.37448
0.058750	 0.507089	 0.71472	 0.45758	 1.94714	 0.38725
0.060000	 0.518222	 0.73998	 0.47142	 1.96427	 0.40140
0.061250	 0.528244	 0.76352	 0.48447	 1.97745	 0.42444
0.062500	 0.535683	 0.78663	 0.49967	 1.99869	 0.44057
0.063750	 0.545384	 0.81008	 0.51264	 2.01035	 0.45523
0.065000	 0.559022	 0.84035	 0.52784	 2.03015	 0.47592
0.066250	 0.568711	 0.86144	 0.53800	 2.03020	 0.48557
0.067500	 0.576793	 0.87873	 0.54604	 2.02237	 0.49441
0.068750	 0.588410	 0.90690	 0.56068	 2.03882	 0.51004
0.070000	 0.598032	 0.93699	 0.57935	 2.06910	 0.53762
0.071250	 0.609402	 0.97169	 0.60032	 2.10638	 0.56173
0.072500	 0.619314	 0.99608	 0.61253	 2.11218	 0.57332
0.073750	 0.629058	 1.02521	 0.62950	 2.13390	 0.59045
0.075000	 0.638461	 1.04944	 0.64181	 2.13937	 0.60116
0.076250	 0.645077	 1.06909	 0.65296	 2.14086	 0.61550
0.077500	 0.655312	 1.09634	 0.66690	 2.15130	 0.63187
0.078750	 0.664085	 1.11984	 0.67883	 2.15501	 0.63977
0.080000	 0.673758	 1.14521	 0.69126	 2.16019	 0.64866
0.081250	 0.684560	 1.18034	 0.71172	 2.18990	 0.68334
0.082500	 0.694732	 1.20845	 0.72580	 2.19940	 0.70495
0.083750	 0.702031	 1.23070	 0.73785	 2.20254	 0.71190
0.085000	 0.710133	 1.25585	 0.75156	 2.21047	 0.73008
0.086250	 0.719481	 1.28842	 0.77077	 2.23411	 0.74514
0.087500	 0.730696	 1.31886	 0.78494	 2.24269	 0.76348
0.088750	 0.738484	 1.34518	 0.79983	 2.25303	 0.78695
0.090000	 0.744884	 1.36601	 0.81116	 2.25322	 0.79879
0.091250	 0.753926	 1.39352	 0.82511	 2.26058	 0.81960
0.092500	 0.765080	 1.42532	 0.83997	 2.27019	 0.84011
0.093750	 0.773987	 1.45566	 0.85660	 2.28428	 0.86246
0.095000	 0.784444	 1.48960	 0.87425	 2.30066	 0.88584
0.096250	 0.795175	 1.52101	 0.88870	 2.30832	 0.89877
0.097500	 0.805165	 1.55482	 0.90653	 2.32444	 0.92833
0.098750	 0.811734	 1.58496	 0.92605	 2.34443	 0.95529
0.100000	 0.825295	 1.62667	 0.94555	 2.36389	 0.98410
0.101250	 0.836546	 1.66219	 0.96238	 2.37626	 1.00753
0.102500	 0.845521	 1.69816	 0.98326	 2.39819	 1.03241
0.103750	 0.855904	 1.72922	 0.99665	 2.40157	 1.05206
0.105000	 0.866515	 1.76594	 1.01509	 2.41688	 1.07698
0.106250	 0.878111	 1.80082	 1.02975	 2.42293	 1.09159
0.107500	 0.889840	 1.83916	 1.04735	 2.43569	 1.11375
0.108750	 0.897586	 1.87170	 1.06604	 2.45066	 1.14345
0.110000	 0.907864	 1.90207	 1.07785	 2.44966	 1.15429
0.111250	 0.917960	 1.93826	 1.09561	 2.46204	 1.16962
0.112500	 0.930927	 1.97470	 1.10807	 2.46238	 1.18065
0.113750	 0.940329	 2.00361	 1.11939	 2.46019	 1.18012
0.115000	 0.949380	 2.04081	 1.13949	 2.47715	 1.19531
0.116250	 0.961170	 2.07706	 1.15321	 2.48003	 1.20313
0.117500	 0.974731	 2.12769	 1.17759	 2.50551	 1.23444
0.118750	 0.982966	 2.15841	 1.19219	 2.50988	 1.24083
0.120000	 0.992388	 2.19104	 1.20620	 2.51292	 1.25629
0.121250	 1.001940	 2.22314	 1.21925	 2.51392	 1.27686
0.122500	 1.012233	 2.26387	 1.23926	 2.52910	 1.29673
0.123750	 1.026161	 2.31610	 1.26310	 2.55171	 1.33679
0.125000	 1.036020	 2.36114	 1.28780	 2.57561	 1.37588
0.126250	 1.043841	 2.39343	 1.30382	 2.58183	 1.38323
0.127500	 1.053670	 2.43736	 1.32714	 2.60224	 1.42371
0.128750	 1.066085	 2.47987	 1.34333	 2.60841	 1.44862
0.130000	 1.072196	 2.51587	 1.36627	 2.62744	 1.48679
0.131250	 1.081114	 2.54838	 1.37957	 2.62775	 1.50893


Average of all Threads:

meanx = 1.08111	 meanxsqu = 2.54838	 msdall = 1.37957	 deff = 2.62775	 thirdcum = 1.50893

